date,vehicle_category,vehicle_class,manufacturer,state,rto,registrations,quarter,year
2022-04-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT46,11943,2022-Q2,2022
2022-04-01,2W,MOPED,TVS,Maharashtra,MA98,14099,2022-Q2,2022
2022-04-01,2W,SCOOTER,TVS,Tamil Nadu,TA83,18251,2022-Q2,2022
2022-04-01,2W,MOPED,TVS,Karnataka,KA28,21065,2022-Q2,2022
2022-04-01,2W,SCOOTER,TVS,Gujarat,GU68,5522,2022-Q2,2022
2022-04-01,2W,MOPED,TVS,Uttar Pradesh,UT64,8976,2022-Q2,2022
2022-04-01,2W,MOTORCYCLE,Bajaj,Maharashtra,MA22,5614,2022-Q2,2022
2022-04-01,2W,MOPED,Bajaj,Tamil Nadu,TA29,10300,2022-Q2,2022
2022-04-01,2W,MOPED,Bajaj,Karnataka,KA29,9163,2022-Q2,2022
2022-04-01,2W,SCOOTER,Bajaj,Gujarat,GU87,14060,2022-Q2,2022
2022-04-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT13,18127,2022-Q2,2022
2022-04-01,2W,SCOOTER,Yamaha,Maharashtra,MA47,4885,2022-Q2,2022
2022-04-01,2W,MOTORCYCLE,Yamaha,Tamil Nadu,TA21,19398,2022-Q2,2022
2022-04-01,2W,MOPED,Yamaha,Karnataka,KA57,12215,2022-Q2,2022
2022-04-01,2W,SCOOTER,Yamaha,Gujarat,GU15,15621,2022-Q2,2022
2022-04-01,2W,MOTORCYCLE,Yamaha,Uttar Pradesh,UT24,12010,2022-Q2,2022
2022-04-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA89,13356,2022-Q2,2022
2022-04-01,2W,SCOOTER,Royal Enfield,Tamil Nadu,TA71,9518,2022-Q2,2022
2022-04-01,2W,SCOOTER,Royal Enfield,Karnataka,KA03,16288,2022-Q2,2022
2022-04-01,2W,MOPED,Royal Enfield,Gujarat,GU17,9167,2022-Q2,2022
2022-04-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT48,15010,2022-Q2,2022
2022-04-01,3W,E-RICKSHAW,Bajaj Auto,Maharashtra,MA64,1235,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA95,426,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Bajaj Auto,Karnataka,KA41,2005,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Bajaj Auto,Gujarat,GU17,1264,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Bajaj Auto,Uttar Pradesh,UT92,1974,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Mahindra,Maharashtra,MA02,877,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Mahindra,Tamil Nadu,TA26,1700,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Mahindra,Karnataka,KA15,2533,2022-Q2,2022
2022-04-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU61,581,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Mahindra,Uttar Pradesh,UT95,1059,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA92,1111,2022-Q2,2022
2022-04-01,3W,E-RICKSHAW,TVS,Tamil Nadu,TA07,1511,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA22,1473,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,TVS,Gujarat,GU14,1024,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,TVS,Uttar Pradesh,UT19,2047,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Piaggio,Maharashtra,MA53,1233,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA18,2206,2022-Q2,2022
2022-04-01,3W,E-RICKSHAW,Piaggio,Karnataka,KA03,959,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Piaggio,Gujarat,GU54,2158,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Piaggio,Uttar Pradesh,UT94,1769,2022-Q2,2022
2022-04-01,3W,AUTO RICKSHAW,Force Motors,Maharashtra,MA04,649,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Force Motors,Tamil Nadu,TA49,2029,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Force Motors,Karnataka,KA79,2910,2022-Q2,2022
2022-04-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU58,1882,2022-Q2,2022
2022-04-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT40,974,2022-Q2,2022
2022-04-01,4W,SUV,Maruti Suzuki,Maharashtra,MA87,6777,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Tamil Nadu,TA37,3781,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Maruti Suzuki,Karnataka,KA14,4614,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Gujarat,GU70,10875,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Maruti Suzuki,Uttar Pradesh,UT05,2306,2022-Q2,2022
2022-04-01,4W,BUS,Hyundai,Maharashtra,MA45,8468,2022-Q2,2022
2022-04-01,4W,SUV,Hyundai,Tamil Nadu,TA14,6809,2022-Q2,2022
2022-04-01,4W,SUV,Hyundai,Karnataka,KA01,7798,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Hyundai,Gujarat,GU64,9938,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Hyundai,Uttar Pradesh,UT47,2909,2022-Q2,2022
2022-04-01,4W,BUS,Tata Motors,Maharashtra,MA56,4456,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Tata Motors,Tamil Nadu,TA61,3446,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Tata Motors,Karnataka,KA20,7496,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Tata Motors,Gujarat,GU59,2699,2022-Q2,2022
2022-04-01,4W,BUS,Tata Motors,Uttar Pradesh,UT20,2798,2022-Q2,2022
2022-04-01,4W,SUV,Mahindra,Maharashtra,MA98,3131,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Mahindra,Tamil Nadu,TA43,8135,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Mahindra,Karnataka,KA45,8746,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Mahindra,Gujarat,GU08,3146,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Mahindra,Uttar Pradesh,UT96,2092,2022-Q2,2022
2022-04-01,4W,SUV,Honda Cars,Maharashtra,MA65,2757,2022-Q2,2022
2022-04-01,4W,SUV,Honda Cars,Tamil Nadu,TA82,8021,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA72,8857,2022-Q2,2022
2022-04-01,4W,COMMERCIAL VEHICLE,Honda Cars,Gujarat,GU31,7788,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Honda Cars,Uttar Pradesh,UT90,4919,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Toyota,Maharashtra,MA33,1993,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Toyota,Tamil Nadu,TA77,6721,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Toyota,Karnataka,KA04,9444,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Toyota,Gujarat,GU23,10049,2022-Q2,2022
2022-04-01,4W,SUV,Toyota,Uttar Pradesh,UT54,6371,2022-Q2,2022
2022-04-01,4W,BUS,Kia,Maharashtra,MA71,3993,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Kia,Tamil Nadu,TA33,5147,2022-Q2,2022
2022-04-01,4W,SUV,Kia,Karnataka,KA90,4899,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Kia,Gujarat,GU26,4490,2022-Q2,2022
2022-04-01,4W,MOTOR CAR,Kia,Uttar Pradesh,UT26,4722,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Hero MotoCorp,Maharashtra,MA79,11799,2022-Q2,2022
2022-05-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA70,19987,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Hero MotoCorp,Karnataka,KA23,19997,2022-Q2,2022
2022-05-01,2W,MOPED,Hero MotoCorp,Gujarat,GU25,26625,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Hero MotoCorp,Uttar Pradesh,UT13,19848,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Honda,Maharashtra,MA52,16617,2022-Q2,2022
2022-05-01,2W,SCOOTER,Honda,Tamil Nadu,TA36,17210,2022-Q2,2022
2022-05-01,2W,SCOOTER,Honda,Karnataka,KA89,19125,2022-Q2,2022
2022-05-01,2W,MOPED,Honda,Gujarat,GU13,11667,2022-Q2,2022
2022-05-01,2W,SCOOTER,Honda,Uttar Pradesh,UT56,21620,2022-Q2,2022
2022-05-01,2W,SCOOTER,TVS,Maharashtra,MA01,9937,2022-Q2,2022
2022-05-01,2W,MOPED,TVS,Tamil Nadu,TA13,9755,2022-Q2,2022
2022-05-01,2W,SCOOTER,TVS,Karnataka,KA09,11470,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,TVS,Gujarat,GU42,16573,2022-Q2,2022
2022-05-01,2W,MOPED,TVS,Uttar Pradesh,UT37,14563,2022-Q2,2022
2022-05-01,2W,MOPED,Bajaj,Maharashtra,MA74,10871,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Bajaj,Tamil Nadu,TA55,11335,2022-Q2,2022
2022-05-01,2W,SCOOTER,Bajaj,Karnataka,KA33,15753,2022-Q2,2022
2022-05-01,2W,MOPED,Bajaj,Gujarat,GU92,4686,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT57,10255,2022-Q2,2022
2022-05-01,2W,MOPED,Yamaha,Maharashtra,MA85,10170,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Yamaha,Tamil Nadu,TA75,14898,2022-Q2,2022
2022-05-01,2W,SCOOTER,Yamaha,Karnataka,KA42,13851,2022-Q2,2022
2022-05-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU97,14689,2022-Q2,2022
2022-05-01,2W,MOPED,Yamaha,Uttar Pradesh,UT70,10742,2022-Q2,2022
2022-05-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA60,6776,2022-Q2,2022
2022-05-01,2W,SCOOTER,Royal Enfield,Tamil Nadu,TA72,14975,2022-Q2,2022
2022-05-01,2W,SCOOTER,Royal Enfield,Karnataka,KA03,11867,2022-Q2,2022
2022-05-01,2W,SCOOTER,Royal Enfield,Gujarat,GU81,11587,2022-Q2,2022
2022-05-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT44,7875,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Maharashtra,MA55,2293,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Tamil Nadu,TA16,2640,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Bajaj Auto,Karnataka,KA05,1752,2022-Q2,2022
2022-05-01,3W,3W GOODS VEHICLE,Bajaj Auto,Gujarat,GU21,1430,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Bajaj Auto,Uttar Pradesh,UT16,2963,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Mahindra,Maharashtra,MA23,1502,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Mahindra,Tamil Nadu,TA73,1579,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Mahindra,Karnataka,KA26,2041,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Mahindra,Gujarat,GU15,851,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Mahindra,Uttar Pradesh,UT49,1582,2022-Q2,2022
2022-05-01,3W,3W GOODS VEHICLE,TVS,Maharashtra,MA30,936,2022-Q2,2022
2022-05-01,3W,3W GOODS VEHICLE,TVS,Tamil Nadu,TA73,635,2022-Q2,2022
2022-05-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA35,1508,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,TVS,Gujarat,GU66,2197,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,TVS,Uttar Pradesh,UT14,2332,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Piaggio,Maharashtra,MA41,2936,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Piaggio,Tamil Nadu,TA98,1319,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Piaggio,Karnataka,KA31,1105,2022-Q2,2022
2022-05-01,3W,3W GOODS VEHICLE,Piaggio,Gujarat,GU32,1653,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Piaggio,Uttar Pradesh,UT83,507,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Force Motors,Maharashtra,MA02,1609,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Force Motors,Tamil Nadu,TA73,1121,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Force Motors,Karnataka,KA28,2028,2022-Q2,2022
2022-05-01,3W,AUTO RICKSHAW,Force Motors,Gujarat,GU04,1339,2022-Q2,2022
2022-05-01,3W,E-RICKSHAW,Force Motors,Uttar Pradesh,UT52,2165,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Maharashtra,MA50,3080,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Tamil Nadu,TA27,3060,2022-Q2,2022
2022-05-01,4W,SUV,Maruti Suzuki,Karnataka,KA05,11845,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Maruti Suzuki,Gujarat,GU79,6969,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Maruti Suzuki,Uttar Pradesh,UT85,9955,2022-Q2,2022
2022-05-01,4W,SUV,Hyundai,Maharashtra,MA45,11102,2022-Q2,2022
2022-05-01,4W,BUS,Hyundai,Tamil Nadu,TA11,2245,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Hyundai,Karnataka,KA26,4263,2022-Q2,2022
2022-05-01,4W,BUS,Hyundai,Gujarat,GU82,2555,2022-Q2,2022
2022-05-01,4W,SUV,Hyundai,Uttar Pradesh,UT42,6003,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Tata Motors,Maharashtra,MA09,4970,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Tata Motors,Tamil Nadu,TA97,8158,2022-Q2,2022
2022-05-01,4W,BUS,Tata Motors,Karnataka,KA21,4783,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU86,6561,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Tata Motors,Uttar Pradesh,UT83,8027,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Mahindra,Maharashtra,MA08,8214,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Mahindra,Tamil Nadu,TA24,7836,2022-Q2,2022
2022-05-01,4W,SUV,Mahindra,Karnataka,KA31,2115,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Mahindra,Gujarat,GU28,6523,2022-Q2,2022
2022-05-01,4W,SUV,Mahindra,Uttar Pradesh,UT96,6773,2022-Q2,2022
2022-05-01,4W,BUS,Honda Cars,Maharashtra,MA92,6024,2022-Q2,2022
2022-05-01,4W,MOTOR CAR,Honda Cars,Tamil Nadu,TA73,5701,2022-Q2,2022
2022-05-01,4W,BUS,Honda Cars,Karnataka,KA78,4572,2022-Q2,2022
2022-05-01,4W,SUV,Honda Cars,Gujarat,GU10,5749,2022-Q2,2022
2022-05-01,4W,SUV,Honda Cars,Uttar Pradesh,UT13,8558,2022-Q2,2022
2022-05-01,4W,BUS,Toyota,Maharashtra,MA98,7708,2022-Q2,2022
2022-05-01,4W,SUV,Toyota,Tamil Nadu,TA55,5226,2022-Q2,2022
2022-05-01,4W,BUS,Toyota,Karnataka,KA89,5763,2022-Q2,2022
2022-05-01,4W,BUS,Toyota,Gujarat,GU51,6185,2022-Q2,2022
2022-05-01,4W,SUV,Toyota,Uttar Pradesh,UT32,9728,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Kia,Maharashtra,MA18,3694,2022-Q2,2022
2022-05-01,4W,COMMERCIAL VEHICLE,Kia,Tamil Nadu,TA23,2260,2022-Q2,2022
2022-05-01,4W,SUV,Kia,Karnataka,KA89,6970,2022-Q2,2022
2022-05-01,4W,BUS,Kia,Gujarat,GU27,8394,2022-Q2,2022
2022-05-01,4W,BUS,Kia,Uttar Pradesh,UT77,4708,2022-Q2,2022
2022-06-01,2W,MOPED,Hero MotoCorp,Maharashtra,MA63,21455,2022-Q2,2022
2022-06-01,2W,MOPED,Hero MotoCorp,Tamil Nadu,TA25,9016,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Hero MotoCorp,Karnataka,KA05,15253,2022-Q2,2022
2022-06-01,2W,SCOOTER,Hero MotoCorp,Gujarat,GU98,5833,2022-Q2,2022
2022-06-01,2W,MOPED,Hero MotoCorp,Uttar Pradesh,UT27,23770,2022-Q2,2022
2022-06-01,2W,SCOOTER,Honda,Maharashtra,MA90,17908,2022-Q2,2022
2022-06-01,2W,SCOOTER,Honda,Tamil Nadu,TA53,12849,2022-Q2,2022
2022-06-01,2W,MOPED,Honda,Karnataka,KA58,12494,2022-Q2,2022
2022-06-01,2W,SCOOTER,Honda,Gujarat,GU26,8442,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT74,7951,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,TVS,Maharashtra,MA71,15367,2022-Q2,2022
2022-06-01,2W,SCOOTER,TVS,Tamil Nadu,TA55,5621,2022-Q2,2022
2022-06-01,2W,MOPED,TVS,Karnataka,KA60,11757,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,TVS,Gujarat,GU76,12855,2022-Q2,2022
2022-06-01,2W,MOPED,TVS,Uttar Pradesh,UT48,4408,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Bajaj,Maharashtra,MA18,17752,2022-Q2,2022
2022-06-01,2W,MOPED,Bajaj,Tamil Nadu,TA47,5453,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Bajaj,Karnataka,KA70,17369,2022-Q2,2022
2022-06-01,2W,MOPED,Bajaj,Gujarat,GU70,4926,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Bajaj,Uttar Pradesh,UT90,16193,2022-Q2,2022
2022-06-01,2W,SCOOTER,Yamaha,Maharashtra,MA50,7823,2022-Q2,2022
2022-06-01,2W,SCOOTER,Yamaha,Tamil Nadu,TA70,13905,2022-Q2,2022
2022-06-01,2W,SCOOTER,Yamaha,Karnataka,KA35,9443,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Yamaha,Gujarat,GU21,8877,2022-Q2,2022
2022-06-01,2W,SCOOTER,Yamaha,Uttar Pradesh,UT39,10672,2022-Q2,2022
2022-06-01,2W,SCOOTER,Royal Enfield,Maharashtra,MA41,9929,2022-Q2,2022
2022-06-01,2W,MOTORCYCLE,Royal Enfield,Tamil Nadu,TA31,14189,2022-Q2,2022
2022-06-01,2W,SCOOTER,Royal Enfield,Karnataka,KA24,7045,2022-Q2,2022
2022-06-01,2W,MOPED,Royal Enfield,Gujarat,GU35,10312,2022-Q2,2022
2022-06-01,2W,SCOOTER,Royal Enfield,Uttar Pradesh,UT95,7468,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Bajaj Auto,Maharashtra,MA56,523,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Bajaj Auto,Tamil Nadu,TA33,2154,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Bajaj Auto,Karnataka,KA20,1890,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Bajaj Auto,Gujarat,GU14,1243,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Bajaj Auto,Uttar Pradesh,UT03,712,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Mahindra,Maharashtra,MA89,1896,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Mahindra,Tamil Nadu,TA33,746,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Mahindra,Karnataka,KA71,981,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Mahindra,Gujarat,GU98,3042,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Mahindra,Uttar Pradesh,UT17,2602,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,TVS,Maharashtra,MA74,1296,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,TVS,Tamil Nadu,TA74,2089,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,TVS,Karnataka,KA76,2293,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,TVS,Gujarat,GU64,1541,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,TVS,Uttar Pradesh,UT21,1865,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Piaggio,Maharashtra,MA15,1665,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Piaggio,Tamil Nadu,TA27,2861,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Piaggio,Karnataka,KA66,2599,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Piaggio,Gujarat,GU42,1861,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Piaggio,Uttar Pradesh,UT89,2368,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Force Motors,Maharashtra,MA11,1699,2022-Q2,2022
2022-06-01,3W,AUTO RICKSHAW,Force Motors,Tamil Nadu,TA36,2122,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Force Motors,Karnataka,KA82,1109,2022-Q2,2022
2022-06-01,3W,E-RICKSHAW,Force Motors,Gujarat,GU80,972,2022-Q2,2022
2022-06-01,3W,3W GOODS VEHICLE,Force Motors,Uttar Pradesh,UT33,621,2022-Q2,2022
2022-06-01,4W,BUS,Maruti Suzuki,Maharashtra,MA48,10920,2022-Q2,2022
2022-06-01,4W,SUV,Maruti Suzuki,Tamil Nadu,TA19,6074,2022-Q2,2022
2022-06-01,4W,BUS,Maruti Suzuki,Karnataka,KA01,10133,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Maruti Suzuki,Gujarat,GU34,9557,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Maruti Suzuki,Uttar Pradesh,UT27,4693,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Hyundai,Maharashtra,MA20,9033,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Hyundai,Tamil Nadu,TA50,8928,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Hyundai,Karnataka,KA66,9737,2022-Q2,2022
2022-06-01,4W,BUS,Hyundai,Gujarat,GU98,3897,2022-Q2,2022
2022-06-01,4W,SUV,Hyundai,Uttar Pradesh,UT21,2609,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Tata Motors,Maharashtra,MA52,2142,2022-Q2,2022
2022-06-01,4W,SUV,Tata Motors,Tamil Nadu,TA75,7453,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Tata Motors,Karnataka,KA69,4868,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Tata Motors,Gujarat,GU33,5264,2022-Q2,2022
2022-06-01,4W,BUS,Tata Motors,Uttar Pradesh,UT28,6737,2022-Q2,2022
2022-06-01,4W,BUS,Mahindra,Maharashtra,MA01,4627,2022-Q2,2022
2022-06-01,4W,BUS,Mahindra,Tamil Nadu,TA58,2510,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Mahindra,Karnataka,KA57,6734,2022-Q2,2022
2022-06-01,4W,BUS,Mahindra,Gujarat,GU76,5337,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Mahindra,Uttar Pradesh,UT79,2401,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Maharashtra,MA23,6009,2022-Q2,2022
2022-06-01,4W,SUV,Honda Cars,Tamil Nadu,TA72,7736,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Karnataka,KA84,7728,2022-Q2,2022
2022-06-01,4W,SUV,Honda Cars,Gujarat,GU87,2389,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Honda Cars,Uttar Pradesh,UT03,5023,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Toyota,Maharashtra,MA71,10099,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Toyota,Tamil Nadu,TA47,6832,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Toyota,Karnataka,KA36,3059,2022-Q2,2022
2022-06-01,4W,BUS,Toyota,Gujarat,GU52,1640,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Toyota,Uttar Pradesh,UT59,5467,2022-Q2,2022
2022-06-01,4W,BUS,Kia,Maharashtra,MA92,1504,2022-Q2,2022
2022-06-01,4W,COMMERCIAL VEHICLE,Kia,Tamil Nadu,TA55,6464,2022-Q2,2022
2022-06-01,4W,BUS,Kia,Karnataka,KA35,7424,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Kia,Gujarat,GU69,3321,2022-Q2,2022
2022-06-01,4W,MOTOR CAR,Kia,Uttar Pradesh,UT73,5557,2022-Q2,2022
2022-07-01,2W,SCOOTER,Hero MotoCorp,Maharashtra,MA88,17784,2022-Q3,2022
2022-07-01,2W,SCOOTER,Hero MotoCorp,Tamil Nadu,TA76,30833,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,Hero MotoCorp,Karnataka,KA22,19285,2022-Q3,2022
2022-07-01,2W,MOPED,Hero MotoCorp,Gujarat,GU04,39725,2022-Q3,2022
2022-07-01,2W,SCOOTER,Hero MotoCorp,Uttar Pradesh,UT76,10487,2022-Q3,2022
2022-07-01,2W,MOPED,Honda,Maharashtra,MA55,19518,2022-Q3,2022
2022-07-01,2W,SCOOTER,Honda,Tamil Nadu,TA86,30690,2022-Q3,2022
2022-07-01,2W,SCOOTER,Honda,Karnataka,KA27,13478,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,Honda,Gujarat,GU93,19748,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,Honda,Uttar Pradesh,UT84,22864,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,TVS,Maharashtra,MA46,25243,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,TVS,Tamil Nadu,TA90,10565,2022-Q3,2022
2022-07-01,2W,SCOOTER,TVS,Karnataka,KA54,25569,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,TVS,Gujarat,GU41,22879,2022-Q3,2022
2022-07-01,2W,MOPED,TVS,Uttar Pradesh,UT41,8768,2022-Q3,2022
2022-07-01,2W,MOPED,Bajaj,Maharashtra,MA11,14993,2022-Q3,2022
2022-07-01,2W,MOPED,Bajaj,Tamil Nadu,TA76,7156,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,Bajaj,Karnataka,KA33,25221,2022-Q3,2022
2022-07-01,2W,MOTORCYCLE,Bajaj,Gujarat,GU91,24299,2022-Q3,2022
2022-07-01,2W,MOPED,Bajaj,Uttar Pradesh,UT49,15689,2022-Q3,2022
